residue,vh_ori,vv_ori,vv_soil,vh_soil,VVresidue,VHresidue,span,RVI_residue,ratio,product,NDVI_residue,SPAN_ori,RVI_ori,Ratio_ori,Product_ori,NDVI_ori,Entropy,Anisotropy,Alpha,g0,g1,g2,g3,DegreeOfPolarization,DegreeOfDepolarization,DegreeOfCircularity,DegreeOfEllipticity,CPR,LPR,RelativePhase,Alphas,ConformityCoefficient,PhasePhi,DpRVI
TC,-24.46010017,-12.79189968,-17.74090004,-28.22870064,-1.514340043,-9.209159851,9.332839966,0.581276,0.164438993,13.94579983,-0.717566013,27.60300064,0.255050004,0.522970021,312.8900146,-0.313223988,0.478982002,0.793649018,10.48320007,0.0648899,0.050457701,-0.00300761,0.00189801,0.779156983,0.220843002,-0.037412599,-0.0187173,0.943812013,0.125512004,-2.580460072,0.766685009,0.029120199,-0.058881801,0.332920015
TC,-27.46820068,-13.84119987,-18.06060028,-28.60269928,-1.477270007,-10.93200016,11.03129959,0.40733099,0.135132998,16.14949989,-0.761907995,30.75839996,0.166311994,0.503901005,380.1940002,-0.329874992,0.571790993,0.729403973,15.92609978,0.0486474,0.0385672,0.0033127,0.00784156,0.811978996,0.188021004,-0.198543996,-0.100272,0.722377002,0.115599997,-1.173169971,0.685460985,0.161193997,0.085810803,0.308827996
TC,-22.51989937,-12.88469982,-18.24559975,-28.73110008,0.022737499,-3.444969893,3.445050001,1.241410017,-0.00660019,-0.0783301,-1.013290048,25.94540024,0.392370999,0.572145998,290.1619873,-0.272147,0.493712008,0.784093022,14.18029976,0.048661899,0.035438001,0.000507372,0.00260957,0.730669022,0.269331008,-0.073584601,-0.0368733,0.898661971,0.157261997,-1.339149952,0.748552024,0.053747199,0.0141241,0.389813989
TC,-23.8878994,-14.01019955,-17.08169937,-27.5720005,-3.601310015,-7.891570091,8.674460411,1.085330009,0.456349999,28.42000008,-0.373297006,27.69330025,0.373059005,0.586499989,334.6740112,-0.260636985,0.53174299,0.758338988,11.82839966,0.056441199,0.044319101,0.00411685,-0.0086533,0.803912997,0.196087003,0.187757999,0.094879203,1.362110019,0.120393999,1.082049966,0.879942,-0.151414007,0.092281297,0.34969601
TC,-22.35820007,-12.69939995,-18.02350044,-28.60569954,0.425137997,-2.774480104,2.80685997,1.294870019,-0.153231993,-1.179540038,-1.361919999,25.71310043,0.390451998,0.567995012,283.9349976,-0.275514007,0.607083023,0.702198029,13.66629982,0.051020999,0.0367135,-0.00452202,-0.000331485,0.72667402,0.27332601,0.00896612,0.00448316,1.013149977,0.162787005,2.91072011,0.789880991,-0.00652851,-0.122826003,0.34227401
TC,-28.83760071,-15.01299953,-17.09569931,-27.54339981,-5.824920177,-17.09410095,18.05929947,0.277889997,0.340755999,99.57160187,-0.491694987,32.51150131,0.159208,0.520605981,432.9400024,-0.315265,0.348655999,0.869127989,7.597519875,0.041224498,0.036380101,0.00267758,0.00190223,0.88657099,0.113429002,-0.052822199,-0.0264435,0.911333978,0.062408399,-0.619255006,0.758965015,0.046955802,0.073026203,0.218068004
TC,-24.7234993,-15.59850025,-17.76679993,-28.26479912,-6.33039999,-9.91672039,11.76500034,1.21815002,0.63835597,62.77679825,-0.220735997,29.23290062,0.435957998,0.63091898,385.6489868,-0.226302996,0.557448983,0.739992023,13.43350029,0.033763401,0.0226466,0.000837877,0.00135753,0.676205993,0.323794007,-0.059445001,-0.029786199,0.926302016,0.196862996,-1.130139947,0.755632997,0.039352201,0.037619099,0.427747995
TC,-26.68449974,-15.1885004,-18.66329956,-29.14640045,-4.538599968,-12.06630039,12.89169979,0.600651979,0.376138002,54.7641983,-0.453343004,30.70420074,0.264685988,0.569189012,405.2969971,-0.274544001,0.540663004,0.752062023,12.50549984,0.033931799,0.0273837,-0.0014841,-0.00192265,0.811262012,0.188738003,0.072490998,0.036339801,1.126379967,0.107368,2.148590088,0.821705997,-0.058604099,-0.053778399,0.293289006
TC,-24.68589973,-12.87240028,-17.81040001,-28.36389923,-0.102959998,-6.687950134,6.688739777,0.720058024,0.0153948,0.688588977,-0.969676971,27.84049988,0.247176006,0.521448016,317.7680054,-0.314536989,0.610126972,0.699770987,14.72399998,0.0513031,0.0394499,-0.00568834,-0.00214368,0.778218985,0.221781,0.053364702,0.0267094,1.087479949,0.13064,2.788909912,0.81209898,-0.0416403,-0.143058002,0.349970996
TC,-25.52820015,-14.94200039,-17.68219948,-28.24570084,-3.752460003,-8.59060955,9.374409676,0.988484979,0.436809987,32.23590088,-0.391972989,29.57959938,0.32141301,0.585313976,381.4429932,-0.26157999,0.617717028,0.693660021,14.23620033,0.047408201,0.0384795,-0.00151756,0.000209463,0.811996996,0.188003004,-0.00524923,-0.00262467,0.99149102,0.104290001,-1.705320001,0.782773018,0.00435964,-0.039997701,0.261420995
RC,-25.01329994,-14.86079979,-18.87330055,-29.29369926,-7.031139851,-14.6086998,16.21269989,0.594815016,0.481296986,102.7160034,-0.35016799,29.09480095,0.352189988,0.594114006,371.7170105,-0.254615009,0.458451003,0.806598008,10.9126997,0.0319863,0.024938701,-0.00198255,0.00586249,0.803551972,0.196447998,-0.227412,-0.115280002,0.69165802,0.123824999,-1.897119999,0.670646012,0.182693005,-0.078961998,0.281370997
RC,-27.14570045,-13.81410027,-18.67869949,-29.15250015,-5.330599785,-18.92810059,19.6644001,0.167395994,0.281623989,100.8980026,-0.560519993,30.45840073,0.177495003,0.50888598,374.9920044,-0.325480998,0.435332,0.820680976,9.065099716,0.045902599,0.036884699,-0.000735143,0.000196898,0.804045022,0.195954993,-0.00522645,-0.00261438,0.992326975,0.108925,0.408915997,0.782783985,0.00410404,-0.0198824,0.252312005
RC,-25.68330002,-13.96679974,-17.90379906,-28.45689964,-8.559229851,-20.78109932,22.47470093,0.226251006,0.411877006,177.8699951,-0.416554004,29.23539925,0.252406001,0.543807983,358.7149963,-0.295498013,0.495995998,0.782590985,12.35340023,0.049435101,0.039737999,-0.00195015,-0.000796993,0.805920005,0.194079995,0.021357,0.0106832,1.037310004,0.108817004,0.922585011,0.796079993,-0.016939601,-0.048147399,0.298772007
RC,-23.70079994,-15.37180042,-18.02499962,-28.58130074,-10.8192997,-15.78709984,19.13870049,0.966439009,0.685326993,170.8059998,-0.186712995,28.24920082,0.512413979,0.648576021,364.322998,-0.213168994,0.650644004,0.66613102,16.82999992,0.053726401,0.0424188,-0.00138489,0.000701541,0.790758014,0.209242001,-0.0140699,-0.00704583,0.980388999,0.117700003,-0.307166994,0.778356016,0.0111704,-0.031898201,0.341412991
RC,-26.20619965,-16.93120003,-17.70420074,-28.26199913,-10.22299957,-14.85649967,18.0340004,1.023970008,0.688115001,151.878006,-0.184753001,31.19989967,0.422715008,0.646073997,443.7030029,-0.215011999,0.695405006,0.625761986,18.08779907,0.026405601,0.0164389,0.00218483,-0.00301376,0.639840007,0.360159993,0.179673001,0.0907012,1.259459972,0.232976004,0.978457987,0.875810027,-0.114185996,0.134091005,0.531046987
RC,-25.69269943,-13.08059978,-18.39170074,-28.79080009,-3.663110018,-15.39719963,15.82699966,0.251450002,0.237907007,56.40179825,-0.615629971,28.8307991,0.207816005,0.509117007,336.0750122,-0.325278014,0.39130801,0.846117973,9.78221035,0.0590485,0.052478202,-0.000928035,0.00442218,0.891826987,0.108172998,-0.083599702,-0.0418749,0.861288011,0.059265599,-1.771229982,0.743547976,0.074568599,-0.0189621,0.179462999
RC,-26.61160088,-12.33209991,-18.39439964,-28.7928009,-1.450909972,-15.29870033,15.36740017,0.158390999,0.094838701,22.19709969,-0.82675302,29.33009911,0.143943995,0.46340999,328.1759949,-0.366670996,0.332192004,0.877599001,8.095740318,0.0549547,0.047705699,0.000117145,0.00231701,0.868803024,0.131197006,-0.047564201,-0.023800001,0.920727015,0.070888199,-1.441930056,0.761604011,0.041433498,0.00325152,0.241638005
RC,-25.56389999,-14.55360031,-18.43490028,-28.86400032,-4.465370178,-11.83059978,12.64529991,0.620000005,0.377442002,52.82799911,-0.451967001,29.41640091,0.29370299,0.569302976,372.0480042,-0.274450988,0.437566012,0.819342971,10.59700012,0.053220201,0.045423701,0.00268792,-0.00188534,0.856184006,0.143815994,0.041319001,0.0206766,1.074530005,0.079072699,0.461791009,0.806069016,-0.035412099,0.059037302,0.247911006
RC,-28.48679924,-15.48040009,-18.66010094,-29.08679962,-7.309140205,-19.39220047,20.72389984,0.233169004,0.376911998,141.7400055,-0.452526003,32.42129898,0.190639004,0.54342401,440.9880066,-0.295819998,0.416837007,0.831583023,10.43500042,0.035100199,0.0304644,0.000741429,-0.00213825,0.870006025,0.129994005,0.069692098,0.034889098,1.129179955,0.070900902,1.231549978,0.820272982,-0.0606503,0.0244892,0.236275002
RC,-26.92939949,-16.1291008,-17.91939926,-28.40469933,-7.249529839,-13.78929996,15.57890034,0.726225019,0.525735974,99.96600342,-0.310842991,31.39010048,0.307137996,0.598940015,434.3460083,-0.250829011,0.543569028,0.74999702,13.29679966,0.025685901,0.018277699,-0.00467993,1.79E-05,0.735307992,0.264692008,-0.00189069,-0.000945483,0.99890399,0.169487998,-0.338779002,0.784452975,0.00112821,-0.254251003,0.347510993
RC,-25.97290039,-15.40620041,-18.63890076,-29.19109917,-9.194169998,-17.99600029,20.20859909,0.465712994,0.510900974,165.4579926,-0.323713988,30.1984005,0.322742999,0.59316498,400.1440125,-0.255362988,0.582979023,0.720960975,14.71189976,0.054032899,0.030797301,-0.00658191,0.00334876,0.587171018,0.412829012,-0.105664998,-0.052992899,0.883361995,0.273763001,-2.666130066,0.732459009,0.0620392,-0.210905001,0.51789403
RC,-27.42639923,-15.25160027,-17.48740005,-28.08329964,-6.46006012,-15.39410019,16.69459915,0.453332007,0.419645011,99.44689941,-0.408802986,31.38190079,0.228571996,0.556092024,418.2969971,-0.285270989,0.528770983,0.760410011,13.23579979,0.031240201,0.025565499,-0.00375029,-7.04E-05,0.827624977,0.172374994,0.00304958,0.00152357,1.00522995,0.100110002,2.509439945,0.786921978,-0.00240112,-0.145647004,0.35807699
RC,-26.6345005,-13.23849964,-17.50519943,-28.10560036,-4.665949821,-17.44300079,18.05629921,0.200460002,0.267497003,81.38800049,-0.577912986,29.7432003,0.174998999,0.49704501,352.6019897,-0.335965008,0.435001999,0.820878983,8.934080124,0.045763802,0.0394971,0.00213897,-0.00175409,0.86521399,0.134785995,0.0443605,0.0221931,1.079929948,0.0735709,0.706481993,0.807587028,-0.038336601,0.053605501,0.248976007
RC,-26.52090073,-14.78689957,-18.50370026,-29.00519943,-4.485280037,-12.73740005,13.50399971,0.520377994,0.352133989,57.13090134,-0.479142994,30.36459923,0.251453996,0.55755502,392.1610107,-0.284063995,0.512520015,0.77155602,11.66709995,0.0290429,0.019360499,-0.00395825,0.00331631,0.688446999,0.311553001,-0.156737,-0.079131797,0.804647028,0.202784002,-2.503279924,0.706521988,0.110855997,-0.203164995,0.432653993
RC,-28.5571003,-14.48709965,-17.69470024,-28.27809906,-3.645940065,-14.56579971,15.01519966,0.299423993,0.25030899,53.10599899,-0.599605024,32.02159882,0.150787994,0.507300973,413.7090149,-0.326875001,0.478596985,0.793896019,11.06449986,0.0312583,0.022415901,0.000790904,0.00428048,0.72902,0.27098,-0.185648993,-0.093688898,0.761712015,0.166199997,-1.389289975,0.691999018,0.135712996,0.033387098,0.440337986
RC,-28.80050087,-14.92990017,-17.26309967,-27.72480011,-5.398409843,-16.52009964,17.37969971,0.286803007,0.326779008,89.18190002,-0.50740999,32.44029999,0.157593995,0.51839,429.9890137,-0.317185014,0.351103991,0.867848992,6.379149914,0.067855798,0.0604125,-0.00155534,0.0035232,0.891471982,0.108528003,-0.054934099,-0.027499,0.907253981,0.0585148,-1.505859971,0.757910013,0.049196299,-0.024307201,0.167496994
RC,-26.39870071,-15.76640034,-18.87490082,-29.34410095,-7.652969837,-15.32999992,17.13409996,0.583314002,0.499215007,117.3199997,-0.334030986,30.74850082,0.318289995,0.597243011,416.2130127,-0.252157986,0.465160996,0.802411973,9.811889648,0.036371,0.029524,-0.0041484,0.00184728,0.821165025,0.178835005,-0.062017299,-0.031047899,0.903433979,0.104134001,-2.719749928,0.754363,0.050956901,-0.139540002,0.269021004
NC,-24.60390091,-12.29329967,-19.35650063,-29.72520065,-9.613539696,-29.09889984,30.64579964,0.044530801,0.330374986,279.743988,-0.503336012,27.5041008,0.221926004,0.499646991,302.4620056,-0.333647013,0.446254998,0.814091027,9.258449554,0.060806502,0.0520765,0.00595836,0.00450619,0.864933014,0.135067001,-0.085609399,-0.0428841,0.862169027,0.077512503,-0.651863992,0.742541015,0.074032903,0.113306001,0.276161999
NC,-27.33410072,-16.11450005,-18.81940079,-29.32579994,-16.36560059,-30.67090034,34.76399994,0.143122002,0.533586979,501.946991,-0.304132015,31.73060036,0.280853003,0.589537024,440.4750061,-0.258228004,0.524285018,0.763517022,12.01550007,0.032805201,0.025354899,0.000366326,0.000346017,0.772197008,0.227803007,-0.0164709,-0.0082418,0.976981997,0.129078999,-0.511317015,0.777158022,0.0121664,0.0145557,0.344114006
NC,-25.30690002,-16.31809998,-17.63380051,-28.17420006,-15.74209976,-23.48410034,28.27219963,0.575897992,0.670329988,369.6900024,-0.197367996,30.11170006,0.448291987,0.644809008,412.9599915,-0.215946004,0.62025702,0.691595018,15.88259983,0.0331752,0.0227181,0.00195649,-0.00166506,0.689787984,0.310211986,0.072022401,0.036074601,1.105000019,0.187283993,0.713409007,0.821452022,-0.0496343,0.0862661,0.429163992
NC,-30.17639923,-17.15970039,-22.96439934,-33.2961998,-12.68669987,-30.17869949,32.73699951,0.070014603,0.420385987,382.868988,-0.408068001,34.71409988,0.190206006,0.568643987,517.8170166,-0.274985999,0.417252004,0.831341982,9.553119659,0.0295527,0.025434799,0.000664897,0.0011223,0.862848997,0.137151003,-0.0444404,-0.0222334,0.926060021,0.074447803,-1.074229956,0.763168991,0.038497198,0.027114401,0.258415014
NC,-29.65539932,-18.18090057,-18.74410057,-29.10289955,-14.95590019,-26.04529953,30.0340004,0.288785994,0.574226975,389.5320129,-0.270464987,34.78490067,0.265911013,0.613072991,539.1619873,-0.239869997,0.469796985,0.799494028,11.26840019,0.0193232,0.0155146,-0.00288958,-0.000417711,0.81605202,0.183947995,0.027057201,0.0135351,1.045869946,0.110142998,1.615249991,0.798931003,-0.022092201,-0.184107006,0.33474201
NC,-29.69249916,-14.15620041,-18.33810043,-28.74160004,-9.977490425,-31.8906002,33.41500092,0.0255835,0.312866002,318.1879883,-0.523384988,32.89440155,0.108756997,0.47676,420.3330078,-0.354317009,0.415571988,0.832316995,9.46543026,0.042412501,0.0374914,-0.000521586,0.00252218,0.887059987,0.112939999,-0.067343101,-0.033720002,0.887790978,0.061613198,-1.64586997,0.751694024,0.059723899,-0.0144288,0.177929997
NC,-28.71170044,-18.17810059,-18.44370079,-29.01650047,-22.77529907,-36.10219955,42.68590164,0.177678004,0.630855978,822.2399902,-0.226349995,33.98239899,0.325010002,0.633125007,521.9229736,-0.224646002,0.586551011,0.718230009,13.19950008,0.0278595,0.0211317,-0.00217219,0.00102833,0.765395999,0.234604001,-0.042987499,-0.0215315,0.937120974,0.138475999,-1.605010033,0.763879001,0.035553899,-0.096831203,0.387724996
NC,-27.55319977,-17.42569923,-17.89620018,-28.45610046,-21.69860077,-34.13079834,40.44430161,0.216126993,0.635747015,740.5910034,-0.222682998,32.60110092,0.354045004,0.632436991,480.1329956,-0.225161999,0.659932017,0.658048987,18.92930031,0.024856901,0.0169583,-0.00168353,0.00112143,0.683353007,0.316646993,-0.061751701,-0.0309484,0.918717027,0.193020999,-2.630530119,0.754473984,0.043177199,-0.099512003,0.507340014
NC,-28.02599907,-17.69879913,-18.94039917,-29.38209915,-17.08309937,-27.72990036,32.56959915,0.317308992,0.616052985,473.7120056,-0.237582996,33.14670181,0.339489013,0.631515026,496.0270081,-0.225854993,0.580412984,0.722912014,12.60490036,0.037889902,0.0316654,-0.00254802,0.00151317,0.839012027,0.160988003,-0.0469223,-0.0234823,0.924969971,0.089972697,-2.597830057,0.761923015,0.039236002,-0.079531997,0.300004989
NC,-29.20779991,-15.24820042,-19.25189972,-29.70499992,-7.494160175,-22.43779945,23.65620041,0.124165997,0.333997011,168.1519928,-0.499253005,32.94850159,0.154523,0.522059977,445.3680115,-0.314007998,0.381523013,0.851535022,7.142010212,0.0282408,0.0245631,0.00190769,-0.000371475,0.872492015,0.127508,0.0151434,0.00757249,1.026819944,0.069658801,0.192691997,0.792970002,-0.0132071,0.077485196,0.248776004
NC,-27.68219948,-17.25160027,-17.2446003,-27.73889923,-16.81710052,-26.90909958,31.73200035,0.356691986,0.624958992,452.5339966,-0.230800003,32.61780167,0.332161993,0.623201013,477.5610046,-0.232133001,0.55923301,0.738689005,12.71730042,0.047038801,0.038131699,-0.00531197,0.000820948,0.818762004,0.181237996,-0.0211276,-0.0105698,0.96627599,0.104588002,-2.965199947,0.774829984,0.017336801,-0.138414994,0.267751008
NC,-26.60829926,-17.37919998,-18.46439934,-28.99209976,-18.17340088,-27.0170002,32.56060028,0.461775005,0.672667027,490.9909973,-0.195694998,31.78100014,0.426732004,0.653149009,462.4289856,-0.209812,0.707397997,0.614297986,19.98609924,0.039219901,0.028402001,-0.000790885,-0.00472278,0.735123992,0.264876008,0.163891003,0.082547903,1.275210023,0.159939006,1.757730007,0.867744982,-0.120507002,-0.0275205,0.394935995
NC,-26.6984005,-15.67300034,-17.93029976,-28.53149986,-15.12290001,-28.04030037,31.85840034,0.194398001,0.539330006,424.0509949,-0.299266994,30.95879936,0.292757004,0.587037981,418.4429932,-0.260210007,0.519406974,0.766869009,11.96940041,0.0289308,0.022915401,-0.000315863,-0.00188971,0.794861019,0.205138996,0.081009097,0.040591899,1.139289975,0.116255,1.690449953,0.825960994,-0.064610302,-0.0132436,0.293635011
NC,-26.51490021,-15.55340004,-17.92900085,-28.53059959,-16.17350006,-29.87150002,33.96889877,0.163720995,0.54143399,483.1260071,-0.297493011,30.73999977,0.296779007,0.586591005,412.3959961,-0.260563999,0.226026997,0.926991999,5.267970085,0.041060101,0.031678401,0.00107104,-0.000612205,0.771493018,0.228506997,0.0191689,0.00958538,1.030099988,0.129543006,0.651253998,0.794983029,-0.0148212,0.032333098,0.393323004
NC,-28.66049957,-16.71220016,-17.68400002,-28.28930092,-17.11510086,-31.6602993,35.99029922,0.135692999,0.540585995,541.8690186,-0.298207015,33.17720032,0.240072995,0.583108008,478.980011,-0.263338,0.552717984,0.743427992,13.96619987,0.0194989,0.0133259,-0.000518314,-0.00147532,0.688964009,0.311035991,0.109011002,0.054691099,1.162369967,0.188059002,1.826699972,0.840026975,-0.074865401,-0.0365333,0.422589004
NC,-28.18280029,-14.34259987,-16.34429932,-26.82970047,-11.23219967,-28.02160072,30.18889999,0.082058497,0.400842011,314.7449951,-0.427713007,31.62249947,0.158656999,0.508912027,404.2139893,-0.325459003,0.404828995,0.83849299,9.17798996,0.037209801,0.032234099,0.0016748,-0.000423895,0.86846298,0.131537005,0.0138065,0.00690507,1.024430037,0.071786001,0.612891018,0.792303026,-0.0117445,0.050207902,0.214770004
NC,-28.06310081,-14.35410023,-17.08399963,-27.57369995,-12.81639957,-31.68429947,34.17829895,0.0512469,0.404502988,406.0780029,-0.423992008,31.52099991,0.163324997,0.511492014,402.8190002,-0.323195994,0.460366011,0.805408001,9.573260307,0.036772002,0.0309869,0.000532729,0.000903866,0.843145013,0.156855002,-0.0288502,-0.0144299,0.952823997,0.085658804,-1.096860051,0.770969987,0.024333499,0.0179433,0.25137499
NC,-26.52289963,-15.27980042,-17.57369995,-28.09160042,-14.29889965,-27.52910042,31.02109909,0.181495994,0.519409001,393.6350098,-0.316302001,30.6093998,0.279444993,0.576098025,405.2650146,-0.268956006,0.576032996,0.726221979,14.40610027,0.049392998,0.0386305,0.000934709,-0.00689593,0.793717027,0.206283003,0.174128994,0.087781303,1.323639989,0.123199999,1.430680037,0.872940004,-0.138640001,0.0249428,0.335783988
NC,-26.93180084,-16.39579964,-17.90250015,-28.45599937,-15.10229969,-25.87490082,29.9598999,0.308950007,0.583666027,390.7720032,-0.262892008,31.53000069,0.324844986,0.608789027,441.5669861,-0.243171006,0.566406012,0.733410001,12.91250038,0.027523,0.0197236,-0.000422884,0.000355554,0.716727018,0.283273011,-0.018524701,-0.00926554,0.974439025,0.165727004,-2.168639898,0.776134014,0.0130998,-0.019926,0.434951991
